	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY
RMC0132	r	RMC0132	R07460	2.8.1.7	[m] : apoISclustprot + (2) cys-L + (2) fe3 + atp + h2o --> ISclustprot + (2) ala-L + adp + pi + h	MC0136 + (2) M00097 + (2) M14819 + M00002 + M00001 --> MC0137 + (2) M00041 + M00008 + M00009 + M00080	B0205.6 & Y45F10D.4 & (frh-1 | Y39B6A.3) & dnj-15 & hsp-6  	Iron-sulfur cluster biosynthesis
RC00548	r	RC00548	R00548	3.1.3.2	[c] : fmn + h2o --> pi + ribflv	C00061 + C00001 --> C00009 + C00255	[(F26C11.1 | ZK792.1 | pho-10 | pho-11) | (pho-14 | pho-5 | pho-8) | Y94H6A.7 | F02E9.7] | (C27A2.12 | acp-2 | acp-3 | acp-7 | pho-1 | pho-12 | pho-4 | pho-6 | pho-7 | pho-9)	Riboflavin metabolism
RE00548	r	RE00548	R00548	3.1.3.2	[e] : fmn + h2o --> pi + ribflv	E00061 + E00001 --> E00009 + E00255	acp-1	Riboflavin metabolism
RC00161	r	RC00161	R00161	2.7.7.2	[c] : atp + fmn + h --> fad + ppi	C00002 + C00061 + C00080 --> C00016 + C00013	flad-1	Riboflavin metabolism
RM00161	r	RM00161	R00161	2.7.7.2	[m] : atp + fmn + h --> fad + ppi	M00002 + M00061 + M00080 --> M00016 + M00013	flad-1	Riboflavin metabolism
RC00549	r	RC00549	R00549	2.7.1.26	[c] : atp + ribflv --> adp + fmn + h	C00002 + C00255 --> C00008 + C00061 + C00080	R10H10.6	Riboflavin metabolism
RM00549	r	RM00549	R00549	2.7.1.26	[m] : atp + ribflv --> adp + fmn + h	M00002 + M00255 --> M00008 + M00061 + M00080	R10H10.6	Riboflavin metabolism
RE00160	r	RE00160	R00160	3.6.1.9	[e] : fad + h2o --> amp + fmn + (2) h	E00016 + E00001 --> E00020 + E00061 + (2) E00080	C27A7.1 | C27A7.3	Riboflavin metabolism
RM08657	r	RM08657	R08657	1.1.5.3	q[m] + glyc3p[c] --> dhap[c] + qh2[m]	M00399 + C00093 --> C00111 + M00390	T25G3.4 | Y50E8A.6	Glycerophospholipid metabolism
RMC0133	r	RMC0133	RMC0133	1.2.4.4;1.8.1.4;2.3.1.168	[m] : 2obut + coa + nad --> co2 + nadh + ppcoa	M00109 + M00010 + M00003 --> M00011 + M00004 + M00100	[(bckd-1A | Y43F4A.4) & bckd-1B] & dld-1 & dbt-1	Propanoate metabolism
RC07140	r	RC07140	R07140	1.1.1.284	[c] : hmgth + nadp <==> Sfglutth + h + nadph	C14180 + C00006 <==> C01031 + C00080 + C00005	H24K24.3	Methane metabolism
RC08198	r	RC08198	R08198	1.1.1.95	2hglut + nad <==> akg + nadh + h	C02630 + C00003 <==> C00026 + C00004 + C00080	C31C9.2	Butanoate metabolism (indirect)
RM03225	r	RM03225	R03225	1.1.99.24	S3hb + akg <==> acac + 2hglut	M03197 + M00026 <==> M00164 + M02630	hphd-1	Butanoate metabolism (indirect)
RC04073	r	RC04073	R04073	1.14.11.16	o2 + akg + pepasp --> co2 + succ + pepasp3oh	C00007 + C00026 + C02871 --> C00011 + C00042 + C03957	K09A9.6	Protein modification by hydroxylation
RC03421	r	RC03421	R03421	3.5.1.26	acBgamamAsn + h2o <==> acBgamam + asp-L + h	C04540 + C00001 <==> C01239 + C00049 + C00080	R04B3.2	Protein modification by hydroxylation
RC08707	r	RC08707	R08707	3.5.1.52	pepasp_acgamam + h2o <==> acBgamam + pepasp + h	C04375 + C00001 <==> C01239 + C02871 + C00080	png-1	Protein modification by hydroxylation
RC00417	r	RC00417	R00417	2.4.1.94	uacgam + pepasn <==> udp + pepasp_acgamam + h	C00043 + CC0154 <==> C00015 + C04375 + C00080	Unknown	Protein modification by hydroxylation
RC01266	r	RC01266	R01266	3.2.2.11	acBgamamAsn + h2o <==> acgam + asn-L	C04540 + C00001 <==> C00140 + C00152	Unknown	Protein modification by hydroxylation
RCC0136	r	RCC0136	RCC0136	NA	asn-L --> Asn-X-Ser/Thr	C00152 --> C03021	NA	N-Glycan biosynthesis
RC04734	r	RC04734	R04734	4.2.1.96	[c] : thbpt4acam --> dhbpt + h2o	C15522 --> C00268 + C00001	pcbd-1	Phenylalanine metabolism
RM02050	r	RM02050	R02050	2.6.1.40	[m] : 3aib-D + pyr <==> 2mop + ala-L	M01205 + M00022 <==> M06002 + M00041	T09B4.8	Pyrimidine metabolism (indirect)
RC05861	r	RC05861	R05861	1.4.3.3	[c] : ala-D + h2o + o2 --> h2o2 + nh4 + pyr	C00133 + C00001 + C00007 --> C00027 + C00014 + C00022	daao-1	Miscellaneous
RC07172	r	RC07172	R07172	1.6.3.1	[c] : h + nadph + o2 --> h2o2 + nadp	C00080 + C00005 + C00007 --> C00027 + C00006	bli-3 | duox-2	Miscellaneous
RC02396	r	RC02396	R02396	2.3.1.7	[c] : accoa + crn --> acrn + coa	C00024 + C00318 --> C02571 + C00010	B0395.3	Carnitine shuttle
RM02396	r	RM02396	R02396	2.3.1.7	[m] : acrn + coa --> accoa + crn	M02571 + M00010 --> M00024 + M00318	cpt-2	Carnitine shuttle
RC03956	r	RC03956	R03956	2.3.2.15	gthrd <==> pchltn + gly	C00051 <==> C02471 + C00037	pcs-1	Metal detoxification
RC03601	r	RC03601	R03601	2.5.1.47	[c] : acser + seln <==> ac + selcys	C00979 + C01528 <==> C00033 + C05688	F01D4.8 | F13B12.4 | F59A7.7 | T25D3.3 | cysl-1 | cysl-2 | cysl-3 | cysl-4	Cysteine and methionine metabolism
RC01375	r	RC01375	R01375	2.6.1.64	gln-L + phpyr <==> akgm + phe-L	C00064 + C00166 <==> C00940 + C00079	nkat-1	Phenylalanine metabolism (indirect)
RCC0137	r	RCC0137	RCC0137	NA	glc-D <==> glc-D-A	C00031 <==> C00267	NA	Artificial conversions
RCC0138	r	RCC0138	RCC0138	NA	glc-D <==> glc-D-B	C00031 <==> C00221	NA	Artificial conversions
RC01843	r	RC01843	R01843	2.7.1.11	[c] : atp + s7p --> adp + h + s17bp	C00002 + C05382 --> C00008 + C00080 + C00447	pfk-1.2 | pfk-1.1	Pentose phosphate pathway (indirect)
RC09752	r	RC09752	R09752	2.7.7.78	gdpg + pi <==> g1p + gdp + h	C00394 + C00009 <==> C00103 + C00035 + C00080	mcp-1	Fructose and mannose metabolism
RCC0139	r	RCC0139	RCC0139	2.7.7.13	[c] : gtp + h + g1p <==> gdpg + ppi	C00044 + C00080 + C00103 <==> C00394 + C00013	tag-335 | Y47D9A.1	Fructose and mannose metabolism
RM01931	r	RM01931	R01931	2.8.1.1	[m] : cyan + tsul <==> h + so3 + tcynt	M01326 + M00320 <==> M00080 + M00094 + M01755	mpst-1 | mpst-2 | mpst-3 | mpst-4 | mpst-5 | mpst-6 | mpst-7	Miscellaneous
RC01010	r	RC01010	R01010	3.1.3.1;3.1.3.2	[c] : dhap + h2o --> dha + pi	C00111 + C00001 --> C00184 + C00009	Y105C5B.3 | [(F26C11.1 | ZK792.1 | pho-10 | pho-11) | (pho-14 | pho-5 | pho-8) | Y94H6A.7 | F02E9.7] | (C27A2.12 | acp-2 | acp-3 | acp-7 | pho-1 | pho-12 | pho-4 | pho-6 | pho-7 | pho-9)	Glycerolipid metabolism (indirect)
RC00188	r	RC00188	R00188	3.1.3.7	[c] : h2o + pap --> amp + pi	C00001 + C00054 --> C00020 + C00009	bpnt-1 | gpap-1	Miscellaneous
RC08981	r	RC08981	R08981	3.1.3.78	pail45p + h2o --> pail5p + pi	C04637 + C00001 --> C11557 + C00009	Y71H2AM.2	Inositol phosphate metabolism
RC01100	r	RC01100	R01100	3.2.1.23	[l] : h2o + lcts --> gal + glc-D	C00001 + C00243 --> C00124 + C00031	bgal-1	Galactose metabolism
RC07641	r	RC07641	R07641	6.3.5.5	(2) atp + hco3 + nh4 --> (2) adp + cbp + (2) h + pi	(2) C00002 + C00288 + C00014 --> (2) C00008 + C00169 + (2) C00080 + C00009	pyr-1	Pyrimidine metabolism
RC00275	r	RC00275	R00275	1.15.1.1	[c] : (2) h + (2) o2s --> h2o2 + o2	(2) C00080 + (2) C00704 --> C00027 + C00007	sod-1 | sod-4 | sod-5	Reactive oxygen species degradation
RM00275	r	RM00275	R00275	1.15.1.1	[m] : (2) h + (2) o2s --> h2o2 + o2	(2) M00080 + (2) M00704 --> M00027 + M00007	sod-1 | sod-2 | sod-3	Reactive oxygen species degradation
RC02383	r	RC02383	R02383	1.14.18.1	tym + o2 + nadh + h --> dopa + nad + h2o	C00483 + C00007 + C00004 + C00080 --> C03758 + C00003 + C00001	tyr-1 | tyr-2 | tyr-3 | tyr-4 | tyr-5 | tyr-6	Isoquinoline alkaloid biosynthesis
RM00533	r	RM00533	R00533	1.8.3.1	so3[c] + o2[m] + h2o[c] --> so4[c] + h2o2[m]	C00094 + M00007 + C00001 --> C00059 + M00027	suox-1	Sulfur metabolism
RC01334	r	RC01334	R01334	3.1.3.18	[c] : 2pglyc + h2o --> glyclt + pi	C00988 + C00001 --> C00160 + C00009	 C53A3.2 | F44E7.2 | K09H11.7	Glyoxylate and dicarboxylate metabolism
RC01829	r	RC01829	R01829	4.1.2.13	[c] : s17bp <==> dhap + e4p	C00447 <==> C00111 + C00279	aldo-2 | aldo-1	Pentose phosphate pathway (indirect)
RC01844	r	RC01844	R01844	2.7.1.14	atp + sedh <==> adp + s7p + h	C00002 + C02076 <==> C00008 + C05382 + C00080	T25C8.1	Pentose phosphate pathway (indirect)
RCC0141	r	RCC0141	RCC0141	spontaneous	hak2lgchol --> g3pc + fattyald	CC0139 --> C00670 + C00070	NA	Degradation of alkylacylglycerolipids
RC00631	r	RC00631	R00631	1.2.1.3	fattyald + nad + h2o <==> Rtotal7 + nadh + (2) h	C00070 + C00003 + C00001 <==> CC0122 + C00004 + (2) C00080	(alh-2 | alh-4) | alh-12	Degradation of alkylacylglycerolipids
RCC0142	r	RCC0142	R07460;R09395	2.8.1.7;2.7.7.80;2.8.1.11;2.8.1.12	cpmp + (2) cys-L + (2) trdrd + (2) atp + h2o --> molybd + (2) ala-L + (2) trdox + (2) amp + (2) ppi + (4) h	C18239 + (2) C00097 + (2) C00342 + (2) C00002 + C00001 --> C05924 + (2) C00041 + (2) C00343 + (2) C00020 + (2) C00013 + (4) C00080	B0205.6 & moc-3 & (T27A3.6 & K10D2.7)	Molybdenum cofactor biosynthesis
RCC0143	r	RCC0143	R09726;R09735	2.7.7.75;2.10.1.1	atp + molybd + mobd + (2) h --> moco + amp + h2o + ppi	C00002 + C05924 + C06232 + (2) C00080 --> C18237 + C00020 + C00001 + C00013	lin-46 | moc-1 | moc-2	Molybdenum cofactor biosynthesis
RC00032	r	RC00032	R00032	1.14.99.36	[c] : caro + o2 --> (2) retinal	C02094 + C00007 --> (2) C00376	bcmo-1	Retinol metabolism
RC08388	r	RC08388	R08388	3.1.1.64	[c] : retpalm + h2o <==> retinol-cis-11 + hdca + h	C02588 + C00001 <==> C00899 + C00249 + C00080	bcmo-2	Retinol metabolism
RCC0144	r	RCC0144	RCC0144	Unknown	[c] : retinol <==> retinol-9-cis	C00473 <==> C16682	Unknown	Retinol metabolism
RCC0145	r	RCC0145	R05188	2.3.1.85	[c] : accoa + (17) h + (6) malcoa + (12) nadph --> (6) co2 + (7) coa + (5) h2o + (12) nadp + ttdca	C00024 + (17) C00080 + (6) C00083 + (12) C00005 --> (6) C00011 + (7) C00010 + (5) C00001 + (12) C00006 + C06424	fasn-1	Fatty acid biosynthesis
RCC0147	r	RCC0147	R00390	6.2.1.3	[c] : atp + coa + fa16p1n7 --> amp + ppi + fa16p1n7coa	C00002 + C00010 + CC0077 --> C00020 + C00013 + CC0067	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RCC0148	r	RCC0148	R00390	6.2.1.3	[c] : atp + coa + fa17c9 --> amp + ppi + fa17c9coa	C00002 + C00010 + CC0078 --> C00020 + C00013 + CC0098	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RCC0149	r	RCC0149	R00390	6.2.1.3	[c] : atp + coa + fa19c11 --> amp + ppi + fa19c11coa	C00002 + C00010 + CC0079 --> C00020 + C00013 + CC0099	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RM00127	r	RM00127	R00127	2.7.4.3	[m] : atp + amp <==> (2) adp	M00002 + M00020 <==> (2) M00008	 ZK673.2 | let-754	Purine metabolism
RCC0150	r	RCC0150	R00390	6.2.1.3	[c] : atp + coa + Rtotal2 --> amp + ppi + Rtotal2coa	C00002 + C00010 + CC0001 --> C00020 + C00013 + CC0002	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RCC0151	r	RCC0151	R00390	6.2.1.3	[c] : atp + coa + Rtotal4 --> amp + ppi + Rtotal4coa	C00002 + C00010 + CC0083 --> C00020 + C00013 + CC0084	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RCC0152	r	RCC0152	R00390	6.2.1.3	[c] : atp + coa + Rtotal5 --> amp + ppi + Rtotal5coa	C00002 + C00010 + CC0085 --> C00020 + C00013 + CC0086	acs-2 | acs-3 | acs-4 | acs-5 | acs-13 | acs-15 | acs-17 | acs-18	Fatty acid metabolism
RC02186	r	RC02186	R02186	2.7.4.20	[c] : doldp + pi <==> dolp + ppi	C00621 + C00009 <==> C00110 + C00013	Unknown	N-Glycan biosynthesis
RCC0153	r	RCC0153	RCC0153	2.3.1.7	[x] : crn + ppcoa --> coa + pcrn	C00318 + C00100 --> C00010 + CC0140	B0395.3	Propanoate metabolism
RMC0154	r	RMC0154	RMC0154	2.3.1.7	[m] : coa + pcrn --> crn + ppcoa	M00010 + MC0140 --> M00318 + M00100	cpt-2	Propanoate metabolism
RC04420	r	RC04420	R04420	5.3.1.23	[c] : 5mdr1p <==> 5mdru1p	C04188 <==> C04582	C01G10.9	Cysteine and methionine metabolism
RMC0155	r	RMC0155	RMC0155	NA	[m] : etfox + fadh2 --> etfrd + fad	M04253 + M01352 --> M04570 + M00016	NA	Miscellaneous
RC02288	r	RC02288	R02288	3.5.2.7	[c] : 4izp + h2o --> forglu + h	C03680 + C00001 --> C00439 + C00080	T12A2.1	Histidine metabolism
RC02286	r	RC02286	R02286	3.5.3.13	[c] : forglu + (3) h + h2o --> Nforglu + nh4	C00439 + (3) C00080 + C00001 --> C01045 + C00014	cpin-1	Histidine metabolism
RC00525	r	RC00525	R00525	3.5.1.68	[c] : Nforglu + h2o --> for + glu-L + (2) h	C01045 + C00001 --> C00058 + C00025 + (2) C00080	Unknown	Histidine metabolism
RCC0156	r	RCC0156	RCC0156	1.14.17.-	tym + ascb-L + o2 --> octpmn + dhdascb + h2o	C00483 + C00072 + C00007 --> C04227 + C05422 + C00001	tbh-1	Ascaroside biosynthesis
RC01108	r	RC01108	R01108	1.8.5.1	[c] : dhdascb + (2) gthrd --> ascb-L + gthox	C05422 + (2) C00051 --> C00072 + C00127	Unknown	Glutathione metabolism
RC01816	r	RC01816	R01816	1.14.16.3	thbpt + anth + o2 + h --> 3hanthrn + dhbpt + h2o	C00272 + C00108 + C00007 + C00080 --> C00632 + C00268 + C00001	Unknown	Tryptophan metabolism
RC03954	r	RC03954	R03954	spontaneous	42A3HP24DB --> xanate + h + h2o	C05645 --> C02470 + C00080 + C00001	NA	Tryptophan metabolism
RC00507	r	RC00507	R00507	3.6.1.9	paps + h2o --> so4 + pap + (2) h	C00053 + C00001 --> C00059 + C00054 + (2) C00080	C27A7.1 | C27A7.3	Purine metabolism
RC00160	r	RC00160	R00160	3.6.1.9	[c] : fad + h2o --> amp + fmn + (2) h	C00016 + C00001 --> C00020 + C00061 + (2) C00080	C27A7.1 | C27A7.3	Riboflavin metabolism
RMC0074	r	RMC0074	RMC0074	spontaneous	3sala + h2o2 + h --> Lcyst + h2o	M00606 + M00027 + M00080 --> M00506 + M00001	NA	Taurine and hypotaurine metabolism
RC03004	r	RC03004	R03004	3.6.1.9	[c] : dnad + h2o --> amp + (2) h + nicrnt	C00857 + C00001 --> C00020 + (2) C00080 + C01185	C27A7.1 | C27A7.3	Nicotinate and nicotinamide metabolism
RC00103	r	RC00103	R00103	3.6.1.9	[c] : nad + h2o --> amp + (2) h + nmn	C00003 + C00001 --> C00020 + (2) C00080 + C00455	C27A7.1 | C27A7.3	Nicotinate and nicotinamide metabolism
RC00287	r	RC00287	R00287	3.6.1.9	[c] : h2o + udpg --> g1p + (2) h + ump	C00001 + C00029 --> C00103 + (2) C00080 + C00105	C27A7.1 | C27A7.3	Pyrimidine metabolism
RM00383	r	RM00383	R00383	3.1.2.18	[m] : ppcoa + h2o --> ppa + coa + h	M00100 + M00001 --> M00163 + M00010 + M00080	Unknown	Propanoate metabolism
RCC0157	r	RCC0157	R04285;R01813	1.1.1.153	[c] : 6pthp + (2) h + (2) nadph --> (2) nadp + thbpt	C03684 + (2) C00080 + (2) C00005 --> (2) C00006 + C00272	Unknown	Folate biosynthesis
RC00138	r	RC00138	R00138	3.6.1.25	[c] : h2o + pppi --> h + pi + ppi	C00001 + C00536 --> C00080 + C00009 + C00013	Unknown	Miscellaneous
RM00138	r	RM00138	R00138	3.6.1.25	[m] : h2o + pppi --> h + pi + ppi	M00001 + M00536 --> M00080 + M00009 + M00013	Unknown	Miscellaneous
RC01896	r	RC01896	R01896	1.1.1.14	[c] : nad + xylt <==> h + nadh + xylu-D	C00003 + C00379 <==> C00080 + C00004 + C00310	R04B5.5 | R04B5.6	Pentose and glucuronate interconversions
RC01903	r	RC01903	R01903	1.1.1.12	[c] : abt + nad <==> h + nadh + xylu-L	C00532 + C00003 <==> C00080 + C00004 + C00312	Unknown	Pentose and glucuronate interconversions
RC01905	r	RC01905	R01905	4.1.1.34	[c] : 3dhguln + h --> co2 + xylu-L	C00618 + C00080 --> C00011 + C00312	Unknown	Pentose and glucuronate interconversions
RC01481	r	RC01481	R01481	1.1.1.19	[r] : glcur + h + nadph <==> guln + nadp	C00191 + C00080 + C00005 <==> C00800 + C00006	Unknown	Pentose and glucuronate interconversions
RC03393	r	RC03393	R03393	3.1.3.57	[c] : h2o + mi14p --> mi4p-D + pi	C00001 + C01220 --> C03546 + C00009	ND	Inositol phosphate metabolism
RC03332	r	RC03332	R03332	3.1.4.11	[c] : h2o + pail --> dag_pl + h + mi1p-D	C00001 + C01194 --> C00641 + C00080 + C01177	plc-1 | plc-2 | plc-3 | plc-4 | egl-8	Inositol phosphate metabolism
RCC0159	r	RCC0159	RCC0159	NA	pepX + lys-L --> peplys + h2o	CC0152 + C00047 --> C02188 + C00001	NA	Carnitine biosynthesis
RC06982	r	RC06982	R06982	spontaneous	[c] : fald + gthrd <==> hmgth	C00067 + C00051 <==> C14180	NA	Methane metabolism
RC01681	r	RC01681	R01681	1.8.1.3	[c] : (2) h + (2) hyptaur + o2 --> (2) taur	(2) C00080 + (2) C00519 + C00007 --> (2) C00245	Unknown	Taurine and hypotaurine metabolism
RCC0162	r	RCC0162	RCC0162	Unknown	[c] : cys-L + mercplac + nad --> h + mercplaccys + nadh	C00097 + C05823 + C00003 --> C00080 + CC0141 + C00004	Unknown	Cysteine and methionine metabolism
RC03552	r	RC03552	R03552	2.3.1.48	[n]: accoa + Nlys <==> coa + Naclys + h	C00024 + C02415 <==> C00010 + C01997 + C00080	[(C49F5.5 | cbp-1) | lsy-12 | mys-1 | oga-1 | hat-1 | elpc-3 | mys-2 | pcaf-1] | mys-4	Histone modification
RC10633	r	RC10633	R10633	3.5.1.-	[n]: nad + Naclys + h2o <==> ncam + Nlys + ac_adprib	C00003 + C01997 + C00001 <==> C00153 + C02415 + C20658	sir-2.1 | sir-2.2 | sir-2.3 | sir-2.4	Nicotinate and nicotinamide metabolism
RCC0163	r	RCC0163	RCC0163	NA	ac_adprib + h2o <==> adprib + ac + h	C20658 + C00001 <==> C00301 + C00033 + C00080	Unknown	Protein modification
RC03219	r	RC03219	R03219	1.14.11.2	[r] : akg + o2 + pcollgpro --> pcollg4hpro + co2 + succ	C00026 + C00007 + C01078 --> C04398 + C00011 + C00042	C14E2.4 | Y43F8B.19 | dpy-18 | phy-2 | phy-3 | phy-4	Collagen biosynthesis
RCC0170	r	RCC0170	RCC0170	NA	[r]: (2.0) gtp + (0.324) atp + (2.324) h2o + (0.072072) alatrna + (0.048116) argtrna + (0.033015) asntrna + (0.049284) asptrna + (0.027047) cystrna + (0.049537) glutrna + (0.046288) glntrna + (0.195952) glytrna + (0.014203) histrna + (0.027694) iletrna + (0.033232) leutrna + (0.036365) lystrna + (0.017249) mettrna + (0.017276) phetrna + (0.167533) protrna + (0.051072) sertrna + (0.042924) thrtrna + (0.004785) trptrna + (0.022921) tyrtrna + (0.043435) valtrna --> (0.921682) pcollg_rest + (0.006239) pcollglys + (0.072079) pcollgpro + (2.0) gdp + (0.324) adp + (3.324) h + (2.324) pi + (0.072072) trnaala + (0.048116) trnaarg + (0.033015) trnaasn + (0.049284) trnaasp + (0.027047) trnacys + (0.049537) trnaglu + (0.046288) trnagln + (0.195952) trnagly + (0.014203) trnahis + (0.027694) trnaile + (0.033232) trnaleu + (0.036365) trnalys + (0.017249) trnamet + (0.017276) trnaphe + (0.167533) trnapro + (0.051072) trnaser + (0.042924) trnathr + (0.004785) trnatrp + (0.022921) trnatyr + (0.043435) trnaval	(2.0) C00044 + (0.324) C00002 + (2.324) C00001 + (0.072072) C00886 + (0.048116) C02163 + (0.033015) C03402 + (0.049284) C02984 + (0.027047) C03125 + (0.049537) C02987 + (0.046288) C02282 + (0.195952) C02412 + (0.014203) C02988 + (0.027694) C03127 + (0.033232) C02047 + (0.036365) C01931 + (0.017249) C02430 + (0.017276) C03511 + (0.167533) C02702 + (0.051072) C02553 + (0.042924) C02992 + (0.004785) C03512 + (0.022921) C02839 + (0.043435) C02554 --> (0.921682) CC0144 + (0.006239) CC0143 + (0.072079) C01078 + (2.0) C00035 + (0.324) C00008 + (3.324) C00080 + (2.324) C00009 + (0.072072) C01635 + (0.048116) C01636 + (0.033015) C01637 + (0.049284) C01638 + (0.027047) C01639 + (0.049537) C01641 + (0.046288) C01640 + (0.195952) C01642 + (0.014203) C01643 + (0.027694) C01644 + (0.033232) C01645 + (0.036365) C01646 + (0.017249) C01647 + (0.017276) C01648 + (0.167533) C01649 + (0.051072) C01650 + (0.042924) C01651 + (0.004785) C01652 + (0.022921) C00787 + (0.043435) C01653	NA	Collagen biosynthesis
RCC0171	r	RCC0171	RCC0171	NA	[r]: (0.921682) pcollg_rest + (0.006239) pcollg5hlys + (0.072079) pcollg4hpro --> pcollg_mod	(0.921682) CC0144 + (0.006239) C01211 + (0.072079) C04398 --> CC0145	NA	Collagen biosynthesis
RCC0172	r	RCC0172	RCC0172	5.3.4.1	[r]: pcollg_mod --> pcollg_diS	CC0145 --> CC0146	pdi-1 | pdi-2 | pdi-3 | pdi-6 | C14B9.2 | M04D5.1 | Y49E10.4 | ZK973.11	Collagen biosynthesis
RCC0173	r	RCC0173	RCC0173	ND	[r]: (3) pcollg_diS --> pcollg_tri	(3) CC0146 --> CC0147	TBD	Collagen biosynthesis
RCC0174	r	RCC0174	RCC0174	TBD	[c]: pcollg_tri --> (0.99814) tropcollg_rest + (0.00186) tropcollgtyr	CC0147 --> (0.99814) CC0148 + (0.00186) CC0149	dpy-31 & bli-4	Collagen biosynthesis
RCC0175	r	RCC0175	RCC0175	1.6.3.1;1.11.1.7	[c]: (2) tropcollgtyr + nadph + h + o2 --> (2) tropcollgtyrX + nadp + (2) h2o	(2) CC0149 + C00005 + C00080 + C00007 --> (2) CC0150 + C00006 + (2) C00001	bli-3	Collagen biosynthesis
RCC0176	r	RCC0176	RCC0176	NA	[c]: (0.99814) tropcollg_rest + (0.00186) tropcollgtyrX --> collg	(0.99814) CC0148 + (0.00186) CC0150 --> CC0151	NA	Collagen biosynthesis
RCC0177	r	RCC0177	R03875;R04866;R04867	2.1.1.43	peplys + (3) amet --> peptmelys + (3) ahcys + (3) h	C02188 + (3) C00019 --> C05546 + (3) C00021 + (3) C00080	[set-16 | lin-59 | (met-1 | set-12) | set-2 | met-2 | set-11 | mes-2 | set-23 | (dot-1.1 | dot-1.2 | dot-1.3 | dot-1.4 | dot-1.5) | set-4 | set-1] | [set-13 | set-15 | set-21 | set-32 | set-33 | set-6]	Carnitine biosynthesis
RC04313	r	RC04313	R04313	3.4.-.-	peptmelys + h2o --> pepX + tmlys	C05546 + C00001 --> CC0152 + C03793	Unknown	Carnitine biosynthesis
RM03451	r	RM03451	R03451	1.14.11.8	[m] : akg + o2 + tmlys --> 3htmelys + co2 + succ	M00026 + M00007 + M03793 --> M01259 + M00011 + M00042	gbh-2	Carnitine biosynthesis
RC03284	r	RC03284	R03284	4.1.2.-	[c] : 3htmelys --> 4tmeabut + gly	C01259 --> C01149 + C00037	Unknown	Carnitine biosynthesis
RCC0178	r	RCC0178	RCC0178	NA	pepX + asp-L --> pepasp + h2o	CC0152 + C00049 --> C02871 + C00001	NA	Protein modification by hydroxylation
RCC0179	r	RCC0179	RCC0179	NA	pepX + asn-L --> pepasn + h2o	CC0152 + C00152 --> CC0154 + C00001	NA	Protein modification by hydroxylation
RCC0180	r	RCC0180	RCC0180	1.14.11.16	o2 + akg + pepasn --> co2 + succ + pepasn3oh	C00007 + C00026 + CC0154 --> C00011 + C00042 + CC0155	K09A9.6	Protein modification by hydroxylation
RM07136	r	RM07136	R07136	1.1.1.37	[m] : nad + sl-L <==> 3spyr + h + nadh	M00003 + M11499 <==> M05528 + M00080 + M00004	mdh-1 | mdh-2	Cysteine and methionine metabolism
RC01393	r	RC01393	R01393	4.1.1.40	[c] : h + hpyr --> co2 + gcald	C00080 + C00168 --> C00011 + C00266	Unknown	Glyoxylate and dicarboxylate metabolism
RCC0181	r	RCC0181	RCC0181	6.1.1.11	atp + selcys + trnasec --> amp + ppi + sectrna	C00002 + C05688 + C16636 --> C00020 + C00013 + C06482	sars-1	Aminoacyl-tRNA biosynthesis
RMC0183	r	RMC0183	R02164	1.3.5.4	[m] : rq9h2 + fum --> rq9 + succ	MC0158 + M00122 --> MC0157 + M00042	F48E8.3	Citrate cycle (TCA cycle)
RMC0184	r	RMC0184	R00281	1.6.5.3;1.6.99.3	rq9[m] + nadh[m] + (5) h[m] --> rq9h2[m] + nad[m] + (4) h[c]	MC0157 + M00004 + (5) M00080 --> MC0158 + M00003 + (4) C00080	(nduo-1 & nduo-2 & nduo-3 & nduo-4 & nduo-5 & nduo-6 & ndfl-4) & [F53F4.10 & (gas-1 | nduf-2.2) & nuo-2 & nuo-1 & nuo-5 & nduf-7 & T20H4.5 & lpd-5 & nduf-5 & nduf-6] & [F31D4.9 & Y63D3A.7 & C33A12.1 & nuo-3 & F45H10.3 & Y54F10AM.5 & Y53G8AL.2 & nuo-4 & (F37C12.3 | Y56A3A.19) & C34B2.8] & (F44G4.2 & C18E9.4 & nuo-6 & C25H3.9 & ZK809.3 & D2030.4 & Y51H1A.3 & C16A3.5 & F59C6.5 & Y71H2AM.4 & F42G8.10)	Oxidative phosphorylation
RC02055	r	RC02055	R02055	4.1.1.65	[c] : h + ps --> co2 + pe	C00080 + C02737 --> C00011 + C00350	psd-1	Glycerophospholipid metabolism
RC00383	r	RC00383	R00383	3.1.2.18	[c] : ppcoa + h2o --> ppa + coa + h	C00100 + C00001 --> C00163 + C00010 + C00080	Unknown	Propanoate metabolism
